record_id,bank,location_type,name,zone,address,phone,municipality,province,country,country_code,latitude,longitude,geocoded_address,geocode_query,geocode_quality,coordinate_source,google_maps_coordinate_pattern,google_maps_url,source,source_url
4ee4a4d2c2d6334a,Scotiabank,branch,Scotiabank Megacentro,Zona Metropolitana,Carretera Mella esq. Av. San Vicente de Paul,809-378-3252,,,Dominican Republic,DO,18.5064973,-69.8558569,,Scotiabank Megacentro,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Megacentro/@18.5064973,-69.8558569,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf87f81b4557f1:0xc90a1d337f479894!8m2!3d18.5064973!4d-69.8558569!16s%2Fg%2F11mxbxc1tn?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
c1adc8477ce17d77,Scotiabank,branch,Scotiabank Naco,Zona Metropolitana,"Av. Tiradentes No. 39, Galerías de Naco",809-378-3202,,,Dominican Republic,DO,18.4768333,-69.9268333,,Scotiabank Naco,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Naco/@18.4768333,-69.9268333,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf89c65b97bf27:0xc5f462f2beae5bd3!8m2!3d18.4768333!4d-69.9268333!16s%2Fg%2F11r3_jkqwg?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
b238b6d8fbaac7bd,Scotiabank,branch,Scotiabank Núñez de Cáceres,Zona Metropolitana,Av. Núñez de Cáceres esq. Guarocuya,809-363-3000,,,Dominican Republic,DO,18.45975,-69.9566111,,Scotiabank Núñez de Cáceres,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+N%C3%BA%C3%B1ez+de+C%C3%A1ceres/@18.45975,-69.9566111,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea56194a3e8cf2f:0xb4f617d4cf265850!8m2!3d18.45975!4d-69.9566111!16s%2Fg%2F11r3_k98jb?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
b84ac7de2df01ed7,Scotiabank,branch,Scotiabank Piantini,Zona Metropolitana,Av. Abraham Lincoln No. 756,809-565-5545,,,Dominican Republic,DO,18.4741102,-69.9354315,,Scotiabank Piantini,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Piantini/@18.4741102,-69.9354315,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf89ac7a0ca0a3:0x4d13dfe49662427c!8m2!3d18.4741102!4d-69.9354315!16s%2Fg%2F11mxbxkb3m?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
c186358dc8f0bceb,Scotiabank,branch,Scotiabank Plaza Duarte,Zona Metropolitana,"Aut. Duarte Km. 10 1/2 , Carrefour, Plaza Duarte",809-378-3230,,,Dominican Republic,DO,18.48875,-69.9778333,,Scotiabank Plaza Duarte,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank/@18.48875,-69.9778333,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf8bf3f54ee51b:0x2bc276e7278e18de!8m2!3d18.48875!4d-69.9778333!16s%2Fg%2F11mxbwxjpz?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
f6818ba7d6e97235,Scotiabank,branch,Scotiabank Rómulo Betancourt,Zona Metropolitana,Av. Rómulo Betancourt Esq. Privada,809-537-6900,,,Dominican Republic,DO,18.448283,-69.9608496,,Scotiabank Rómulo Betancourt,maps_branch_name,google_maps_browser_url,place_pin_3d4d,https://www.google.com/maps/place/Scotiabank/data=!4m7!3m6!1s0x8ea561f47549e3bd:0xc2b0bf173f87d826!8m2!3d18.448283!4d-69.9608496!16s%2Fg%2F1tn028nv!19sChIJveNJdfRhpY4RJtiHPxe_sMI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1,scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
5ac62ba35cc68ee3,Scotiabank,branch,Scotiabank Sambil,Zona Metropolitana,Av. John F Kennedy esq. Paseo de los Aviadores,809-685-4170,,,Dominican Republic,DO,18.4827295,-69.9117929,,Scotiabank Sambil,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+%E2%80%A2+Sambil/@18.4827295,-69.9117929,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf89ca404665cb:0x7ffd526ab9169a6d!8m2!3d18.4827295!4d-69.9117929!16s%2Fg%2F11dyxz5b31?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
d4571e069550918d,Scotiabank,branch,Scotiabank San Vicente de Paul,Zona Metropolitana,Av. San Vicente de Paúl esq. Carretera Mella,809-596-6000,,,Dominican Republic,DO,18.5049356,-69.8561539,,Scotiabank San Vicente de Paul,maps_branch_name,google_maps_browser_url,place_pin_3d4d,https://www.google.com/maps/place/Scotiabank+San+Vicente+de+Paul/data=!4m7!3m6!1s0x8eaf87dd93b2ec43:0xdadbf9437e602cb3!8m2!3d18.5049356!4d-69.8561539!16s%2Fg%2F11mxbx7k4g!19sChIJQ-yyk92Hr44RsyxgfkP529o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1,scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
a8342ef0757745e0,Scotiabank,branch,Scotiabank Venezuela,Zona Metropolitana,Av. Venezuela esq. C/ Club Rotario,809-788-0180,,,Dominican Republic,DO,18.48625,-69.8699722,,Scotiabank Venezuela,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Venezuela/@18.48625,-69.8699722,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf897fb5cf7c6d:0xef713f7bd35a62d0!8m2!3d18.48625!4d-69.8699722!16s%2Fg%2F11r3_k4psb?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
5ec27c32409193b1,Scotiabank,branch,Scotiabank W. Churchill casi esq. Kennedy (Torre),Zona Metropolitana,Av. Winston Churchill esq. C/ Ludovino Fernández,809-378-3241,,,Dominican Republic,DO,18.4796246,-69.9460085,,Scotiabank W. Churchill casi esq. Kennedy (Torre),maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Banco+Scotiabank/@18.4796246,-69.9460085,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf89f1a9f7d27f:0x4d7fe9533ef0edda!8m2!3d18.4796246!4d-69.9460085!16s%2Fg%2F1tsbn575?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
dc563d914c344b18,Scotiabank,branch,Scotiabank W. Churchill esq. 27 de Febrero (Principal),Zona Metropolitana,Av. 27 Feb. esq. Winston Churchill,809-545-8000,,,Dominican Republic,DO,18.4635392,-69.9360431,,Scotiabank W. Churchill esq. 27 de Febrero (Principal),maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+W.+Churchill+esq.+27+de+Febrero/@18.4635392,-69.9360431,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea563db7d546fef:0x22d48bf71938eac8!8m2!3d18.4635392!4d-69.9360431!16s%2Fg%2F11mxbvzr9g?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
ebe34971e7011930,Scotiabank,branch,Scotiabank Bávaro,Zona Este,"Downtown Mall Punta Cana, Av. Barceló",809-552-1500,,,Dominican Republic,DO,18.6370369,-68.3975912,,Scotiabank Bávaro,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+B%C3%A1varo/@18.6370369,-68.3975912,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea89347e5269663:0x6cd7eba45fdf9281!8m2!3d18.6370369!4d-68.3975912!16s%2Fg%2F11pbgb60z0?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
290f4ca033155e44,Scotiabank,branch,Scotiabank Higüey,Zona Este,C/ Altagracia esq. C/ Dora Botello,809-554-6018,,,Dominican Republic,DO,18.6128333,-68.7113611,,Scotiabank Higüey,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank/@18.6128333,-68.7113611,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea8b9e169332633:0x33bdb7e0e7510b00!8m2!3d18.6128333!4d-68.7113611!16s%2Fg%2F1q6jkbj8_?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
3d3a11a7afd4c358,Scotiabank,branch,Scotiabank La Romana,Zona Este,C/ Francisco Richiez No. 49 esq. C/ Fray Juan de Utrera,809-556-5151,,,Dominican Republic,DO,18.4247222,-68.9638333,,Scotiabank La Romana,maps_branch_name,google_maps_browser_url,place_pin_3d4d,https://www.google.com/maps/place/Scotiabank+La+Romana/data=!4m7!3m6!1s0x8eaf5584ee3ee1a9:0x25c6b93e1498c678!8m2!3d18.4247222!4d-68.9638333!16s%2Fg%2F11mxbvz4yn!19sChIJqeE-7oRVr44ReMaYFD65xiU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1,scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
2be27328990018c4,Scotiabank,branch,Scotiabank La Romana CCN Jumbo,Zona Este,"Av. Libertad, Barrio Benjamín",809-550-1111,,,Dominican Republic,DO,18.4184722,-68.9661667,,Scotiabank La Romana CCN Jumbo,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+La+Romana+CCN+Jumbo/@18.4184722,-68.9661667,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf55649054ff6f:0xebd545611e4d2474!8m2!3d18.4184722!4d-68.9661667!16s%2Fg%2F11mxbwsk8p?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
624f2b8ba7ed8f0c,Scotiabank,branch,Scotiabank Marina Chavón (Casa de Campo),Zona Este,"C/ Barlovento No. 41, Marina Chavón",809-523-7070,,,Dominican Republic,DO,18.4006478,-68.89948,,Scotiabank Marina Chavón (Casa de Campo),maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Marina+Chav%C3%B3n/@18.4006478,-68.89948,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea8ab4b896fcf95:0x712794cc2075ffaf!8m2!3d18.4006478!4d-68.89948!16s%2Fg%2F11r3_j1m93?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
1541d26ade43e231,Scotiabank,branch,Scotiabank Punta Cana,Zona Este,Boulevard Palma Real esq. Gri Gri,809-959-1111,,,Dominican Republic,DO,18.5588098,-68.3721655,,Scotiabank Punta Cana,maps_branch_name,google_maps_browser_url,place_pin_3d4d,https://www.google.com/maps/place/Scotiabank+Punta+Cana/data=!4m7!3m6!1s0x8ea89310beb2b741:0xd2c1b318a5bf0252!8m2!3d18.5588098!4d-68.3721655!16s%2Fg%2F11mxbxjdm1!19sChIJQbeyvhCTqI4RUgK_pRizwdI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1,scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
22e712b317b5fc3a,Scotiabank,branch,Scotiabank San Pedro de Macorís,Zona Este,C/ Alejo Martínez No. 15,809-529-3332,,,Dominican Republic,DO,18.4536944,-69.3077778,,Scotiabank San Pedro de Macorís,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+San+Pedro+de+Macor%C3%ADs/@18.4536944,-69.3077778,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaf614c5d006231:0x9e0596cd3184b346!8m2!3d18.4536944!4d-69.3077778!16s%2Fg%2F11mxbxgyfr?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
9231972308827a61,Scotiabank,branch,Scotiabank Bonao,Zona Norte,Av. Independencia esq. Padre Fantino,809-525-3204,,,Dominican Republic,DO,18.9408611,-70.4095556,,Scotiabank Bonao,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Bonao/@18.9408611,-70.4095556,17z/data=!3m1!4b1!4m6!3m5!1s0x8eafdf187c35864d:0x2a709d0ab308cd81!8m2!3d18.9408611!4d-70.4095556!16s%2Fg%2F11mxbvdvm0?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
962b4543007a9321,Scotiabank,branch,Scotiabank Cabarete,Zona Norte,Carretera Principal,809-571-0292,,,Dominican Republic,DO,19.7499722,-70.4061111,,Scotiabank Cabarete,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Cabarete/@19.7499722,-70.4061111,17z/data=!3m1!4b1!4m6!3m5!1s0x8eae1dae5ad8d7c7:0x71529ecaf3254e9!8m2!3d19.7499722!4d-70.4061111!16s%2Fg%2F11r3_kh196?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
690e1bb34d9e35e1,Scotiabank,branch,Scotiabank La Vega,Zona Norte,C/ Prof. Juan Bosch esq. Ingeniero Zoilo García,809-573-7301,,,Dominican Republic,DO,19.2238333,-70.5278056,,Scotiabank La Vega,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+La+Vega/@19.2238333,-70.5278056,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb02de5de905a8f:0x2432f2ec4e34aa8f!8m2!3d19.2238333!4d-70.5278056!16s%2Fg%2F11mxbwl4p_?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
5d75c68f96fd8a3d,Scotiabank,branch,Scotiabank Las Terrenas,Zona Norte,"C/ Duarte No. 9, Plaza Rosada",809-240-6125,,,Dominican Republic,DO,19.3143611,-69.5424167,,Scotiabank Las Terrenas,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Las+Terrenas/@19.3143611,-69.5424167,17z/data=!3m1!4b1!4m6!3m5!1s0x8eaefb48dd334421:0xf26a7e5893a23cc1!8m2!3d19.3143611!4d-69.5424167!16s%2Fg%2F11pbg94z62?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
d924f20f7478cd5d,Scotiabank,branch,Scotiabank Mao,Zona Norte,C/ Hermanas Mirabal No. 22,809-572-3030,,,Dominican Republic,DO,19.5544167,-71.0734444,,Scotiabank Mao,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Mao/@19.5544167,-71.0734444,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1a572f4eaf277:0x8ef9e4bd35a689e4!8m2!3d19.5544167!4d-71.0734444!16s%2Fg%2F11r3_klsbg?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
c88d7470569200c7,Scotiabank,branch,Scotiabank Moca,Zona Norte,"C/ Duarte 10, Moca",809-578-3284,,,Dominican Republic,DO,19.3925009,-70.5232569,,Scotiabank Moca,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Moca/@19.3925009,-70.5232569,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1d74fb4edfd5f:0xc9ff37978e874b69!8m2!3d19.3925009!4d-70.5232569!16s%2Fg%2F11r3_k71v6?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
6720f3aa226ab319,Scotiabank,branch,Scotiabank Nagua,Zona Norte,Av. María Trinidad Sánchez esq. Mariano Pérez,809-584-2468,,,Dominican Republic,DO,19.3757104,-69.8548065,,Scotiabank Nagua,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Nagua/@19.3757104,-69.8548065,17z/data=!3m1!4b1!4m6!3m5!1s0x8eae5b260e006c1b:0xf7039a58921aa47d!8m2!3d19.3757104!4d-69.8548065!16s%2Fg%2F11r3_hp1mz?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
