record_id,bank,location_type,name,zone,address,phone,municipality,province,country,country_code,latitude,longitude,geocoded_address,geocode_query,geocode_quality,coordinate_source,google_maps_coordinate_pattern,google_maps_url,source,source_url,api_id,category,extended_hours,actions_performed,fax,special_instructions,weekday_schedule_json,created_at_source,updated_at_source,published_at_source
195a0cf4979740f4,Banco BHD,branch,San Juan Shopping Center,ESTE,"Carretera Barcelo, Cruce De Coco Loco, ,Plaza San Juan Shopping Center",809-831-7003,,,Dominican Republic,DO,18.63993,-68.39934,"Carretera Barcelo, Cruce De Coco Loco, ,Plaza San Juan Shopping Center",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,18,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,Autobanco: lunes a viernes 9:00 a. m. a 5:00 p. m.,"[{""id"":54,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""monday""},{""id"":55,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""tuesday""},{""id"":56,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""wednesday""},{""id"":58,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""thursday""},{""id"":57,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""thursday""},{""id"":59,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""friday""},{""id"":60,""open_closing_time"":""9:00 am - 1:00 pm"",""weekday"":""saturday""},{""id"":1164,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:04:19.444Z,2026-03-18T15:05:43.364Z,2023-02-09T14:13:49.840Z
eb803ca3761be60f,Banco BHD,branch,Sucursal Bávaro,ESTE,"Plaza Caney I, Carretera Arena Gorda, Bávaro, Provincia La Altagracia Rep. Dom.",809-831-7001,,,Dominican Republic,DO,18.68668,-68.45337,"Plaza Caney I, Carretera Arena Gorda, Bávaro, Provincia La Altagracia Rep. Dom.",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,19,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":61,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""monday""},{""id"":62,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""tuesday""},{""id"":63,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""wednesday""},{""id"":64,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""thursday""},{""id"":65,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""friday""},{""id"":1165,""open_closing_time"":""Cerrado"",""weekday"":""saturday""},{""id"":1166,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:06:36.690Z,2023-02-20T18:09:05.917Z,2023-02-09T14:13:49.840Z
a9edfc2dc489e923,Banco BHD,branch,Sucursal Blue Mall Punta Cana,ESTE,"Esquina Carretera de Juanillo, Blvd. Turístico del Este, Punta Cana 23000",809-243- 0788,,,Dominican Republic,DO,18.556991,-68.383041,"Esquina Carretera de Juanillo, Blvd. Turístico del Este, Punta Cana 23000",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,1613,sucursales,True,,,,"[{""id"":9469,""open_closing_time"":""10:00 a. m. a 6:00 p. m."",""weekday"":""monday""},{""id"":9470,""open_closing_time"":""10:00 a. m. a 6:00 p. m."",""weekday"":""tuesday""},{""id"":9471,""open_closing_time"":""10:00 a. m. a 6:00 p. m."",""weekday"":""wednesday""},{""id"":9472,""open_closing_time"":""10:00 a. m. a 6:00 p. m."",""weekday"":""thursday""},{""id"":9473,""open_closing_time"":""10:00 a. m. a 6:00 p. m."",""weekday"":""friday""},{""id"":9474,""open_closing_time"":""10:00 a. m. a 2:00 p. m."",""weekday"":""saturday""},{""id"":9475,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2026-07-06T14:39:30.612Z,2026-07-06T14:39:33.478Z,2026-07-06T14:39:33.441Z
2b5de6944af5f0d9,Banco BHD,branch,Sucursal La Romana,ESTE,"C/Trinitaria No. 49, Parque Central De La Romana, Rep. Dom.",809-898-3000,,,Dominican Republic,DO,18.42258,-68.96585,"C/Trinitaria No. 49, Parque Central De La Romana, Rep. Dom.",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,20,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":66,""open_closing_time"":""8:30 am - 6:00 pm"",""weekday"":""monday""},{""id"":67,""open_closing_time"":""8:30 am - 6:00 pm"",""weekday"":""tuesday""},{""id"":68,""open_closing_time"":""8:30 am - 6:00 pm"",""weekday"":""wednesday""},{""id"":69,""open_closing_time"":""8:30 am - 6:00 pm"",""weekday"":""thursday""},{""id"":71,""open_closing_time"":""8:30 am - 6:00 pm"",""weekday"":""friday""},{""id"":70,""open_closing_time"":""9:00 am a 1:00 pm"",""weekday"":""saturday""},{""id"":1167,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:08:57.876Z,2023-02-20T18:09:38.075Z,2023-02-09T14:13:49.840Z
3034813278d2c960,Banco BHD,branch,Sucursal San Pedro de Macorís II,ESTE,"C/ Independencia, # 41, Centro Ciudad",809-830-7011,,,Dominican Republic,DO,18.4540743,-69.3097142,"C/ Independencia, # 41, Centro Ciudad",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,21,sucursales,,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":72,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""monday""},{""id"":73,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""tuesday""},{""id"":74,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""wednesday""},{""id"":75,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""thursday""},{""id"":76,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""friday""},{""id"":77,""open_closing_time"":""9:00 am a 1:00 pm"",""weekday"":""saturday""},{""id"":1168,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:12:38.549Z,2023-02-20T18:10:28.063Z,2023-02-09T13:26:59.068Z
b86a03d82cd5780a,Banco BHD,branch,Agencia Blue Mall,METRO CENTRO,"Ave. Winston Churchill Esq. Ave. Gustavo Mejía Ricart, Dentro De Las Instalaciones Del Blue Mall",809-243-5552,,,Dominican Republic,DO,18.47293,-69.94062,"Ave. Winston Churchill Esq. Ave. Gustavo Mejía Ricart, Dentro De Las Instalaciones Del Blue Mall",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,22,sucursales,True,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":78,""open_closing_time"":""10:00 am - 7:00 pm"",""weekday"":""monday""},{""id"":79,""open_closing_time"":""10:00 am - 7:00 pm"",""weekday"":""tuesday""},{""id"":80,""open_closing_time"":""10:00 am - 7:00 pm"",""weekday"":""wednesday""},{""id"":81,""open_closing_time"":""10:00 am - 7:00 pm"",""weekday"":""thursday""},{""id"":82,""open_closing_time"":""10:00 am - 7:00 pm"",""weekday"":""friday""},{""id"":83,""open_closing_time"":""10:00 am - 2:00 pm"",""weekday"":""saturday""},{""id"":1169,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:15:12.876Z,2023-02-20T18:11:26.434Z,2023-02-09T14:13:49.840Z
6132c36663aed533,Banco BHD,branch,Agencia Duarte,METRO CENTRO,"Ave. Duarte #233 , D.N. Rep. Dom.",809-243-5513,,,Dominican Republic,DO,18.48912,-69.89603,"Ave. Duarte #233 , D.N. Rep. Dom.",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,23,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":84,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""monday""},{""id"":85,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""tuesday""},{""id"":86,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""wednesday""},{""id"":87,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""thursday""},{""id"":88,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""friday""},{""id"":89,""open_closing_time"":""9:00 am a 1:00 pm"",""weekday"":""saturday""},{""id"":1170,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:18:25.395Z,2023-02-20T18:12:17.761Z,2023-02-09T14:13:49.840Z
371f0e1ca0fe114d,Banco BHD,branch,Agencia El Millón,METRO CENTRO,Av. 27 De Febrero Esq. Núñez De Caceres,809-243-5532,,,Dominican Republic,DO,18.45507,-69.95478,Av. 27 De Febrero Esq. Núñez De Caceres,,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,24,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":92,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""monday""},{""id"":90,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""tuesday""},{""id"":91,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""wednesday""},{""id"":93,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""thursday""},{""id"":94,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""friday""},{""id"":1171,""open_closing_time"":""Cerrado"",""weekday"":""saturday""},{""id"":1172,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:20:11.338Z,2023-02-20T18:13:41.817Z,2023-02-09T14:13:49.840Z
018f7df50733b625,Banco BHD,branch,Agencia Herrera,METRO CENTRO,"Ave. Isabel Aguiar #38, D. N. Rep. Dom.",809-243-5533,,,Dominican Republic,DO,18.45757,-69.97719,"Ave. Isabel Aguiar #38, D. N. Rep. Dom.",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,25,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,Autobanco: lunes a viernes 8:30 a. m. a 5:00 p. m.,"[{""id"":95,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""monday""},{""id"":96,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""tuesday""},{""id"":97,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""wednesday""},{""id"":99,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""thursday""},{""id"":98,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""friday""},{""id"":100,""open_closing_time"":"" 9:00 am a 1:00 pm"",""weekday"":""saturday""},{""id"":1173,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:22:32.864Z,2024-12-04T16:39:43.499Z,2023-02-09T14:13:49.840Z
16ae047b420f35bb,Banco BHD,branch,Agencia Las Praderas,METRO CENTRO,"Ave. Núñez De Cáceres Casi Al Frente Del Supermercado Mercajumbo, Las Praderas D.N. Rep. Dom.",809-243-5535,,,Dominican Republic,DO,18.47,-69.9602,"Ave. Núñez De Cáceres Casi Al Frente Del Supermercado Mercajumbo, Las Praderas D.N. Rep. Dom.",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,26,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,Autobanco: De 8:30 a. m. a 6:00 p. m.,"[{""id"":102,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""monday""},{""id"":101,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""tuesday""},{""id"":103,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""wednesday""},{""id"":104,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""thursday""},{""id"":105,""open_closing_time"":""8:30 am - 4:00 pm"",""weekday"":""friday""},{""id"":106,""open_closing_time"":""9:00 am - 1:00 pm"",""weekday"":""saturday""},{""id"":1174,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:26:58.239Z,2026-03-09T20:17:43.498Z,2023-01-04T18:29:05.634Z
53e1a591a9bb51ca,Banco BHD,branch,Agencia Luperón II,METRO CENTRO,Ave. Luperón Casi Esq. Gustavo Mejía Ricart Frente A Jumbo Y Sema,809-243-5554,,,Dominican Republic,DO,18.46325,-69.96919,Ave. Luperón Casi Esq. Gustavo Mejía Ricart Frente A Jumbo Y Sema,,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,27,sucursales,False,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":107,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""monday""},{""id"":108,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""tuesday""},{""id"":109,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""wednesday""},{""id"":110,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""thursday""},{""id"":111,""open_closing_time"":""9:00 am - 5:00 pm"",""weekday"":""friday""},{""id"":112,""open_closing_time"":""9:00 am a 1:00 pm"",""weekday"":""saturday""},{""id"":1175,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:32:23.899Z,2023-02-20T18:15:57.983Z,2023-01-04T18:32:45.480Z
5d03ed7319f17a01,Banco BHD,branch,Agencia Plaza Central,METRO CENTRO,"Ave. 27 De Febrero, Plaza Central 1Er. Piso , D.N. Rep. Dom.",809-243-5528,,,Dominican Republic,DO,18.46374,-69.93575,"Ave. 27 De Febrero, Plaza Central 1Er. Piso , D.N. Rep. Dom.",,official_api,bhd_official_api,,,bhd_public_locations_api,https://backend.bhd.com.do/api/locations,29,sucursales,True,Puedes realizar tus transacciones y solicitar tus servicios donde ejecutivos especializados te brindarán una asesoría personalizada de acuerdo a tus necesidades.,,,"[{""id"":118,""open_closing_time"":""9:00 a. m. - 6:00 p. m."",""weekday"":""monday""},{""id"":119,""open_closing_time"":""9:00 a. m. - 6:00 p. m."",""weekday"":""tuesday""},{""id"":120,""open_closing_time"":""9:00 a. m. - 6:00 p. m."",""weekday"":""wednesday""},{""id"":121,""open_closing_time"":""9:00 a. m. - 6:00 p. m."",""weekday"":""thursday""},{""id"":122,""open_closing_time"":""9:00 a. m. - 6:00 p. m."",""weekday"":""friday""},{""id"":123,""open_closing_time"":""9:00 a. m. - 1:00 p. m."",""weekday"":""saturday""},{""id"":1178,""open_closing_time"":""Cerrado"",""weekday"":""sunday""}]",2023-01-04T18:40:59.294Z,2025-11-26T14:59:43.801Z,2023-01-04T18:42:24.378Z
